,Pokedex Number,Pokemon Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth Total,Egg Cycle Count
1236,901,"""Bloodmoon"" Ursaluna",1621.0,,2.4,290.0,Ground,Normal,50.0,50.0,0,113,70,120,135,65,52,555,0,0,0,3,0,0,3,20,1000000,20
1237,902,"""Female"" Basculegion",1609.0,,3.0,110.0,Water,Ghost,0.0,100.0,0,120,92,65,100,75,78,530,2,0,0,0,0,0,2,135,1000000,40
1238,902,Basculegion,,,3.0,110.0,Water,Ghost,100.0,0.0,0,120,112,65,80,75,78,530,2,0,0,0,0,0,2,135,1000000,40
1239,903,Sneasler,,,1.3,43.0,Fighting,Poison,50.0,50.0,0,80,130,60,40,80,120,510,0,1,0,0,0,1,2,135,1059860,20
1240,904,Overqwil,,,2.5,60.5,Dark,Poison,50.0,50.0,0,85,115,95,65,65,85,510,0,1,0,0,0,0,1,135,1000000,20
1241,904,Overqwil,,,2.5,60.5,Dark,Poison,50.0,50.0,0,85,115,95,65,65,85,510,0,1,0,0,0,0,1,135,1000000,20
1242,905,Enamorus,,Sub-Legendary,1.6,48.0,Fairy,Flying,0.0,100.0,0,74,115,70,135,80,106,580,0,0,0,3,0,0,3,3,1250000,120
1243,905,"""Therian"" Enamorus",1635.0,Sub-Legendary,1.6,48.0,Fairy,Flying,0.0,100.0,0,74,115,110,135,100,46,580,0,3,0,0,0,0,3,3,1250000,120
1244,906,Sprigatito,,,0.4,4.1,Grass,Grass,87.5,12.5,50,40,61,54,45,45,65,310,0,0,0,0,0,1,1,45,1059860,20
1245,907,Floragato,,,0.9,12.2,Grass,Grass,87.5,12.5,50,61,80,63,60,63,83,410,0,0,0,0,0,2,2,45,1059860,20
1246,908,Meowscarada,,,1.5,31.2,Grass,Dark,87.5,12.5,50,76,110,70,81,70,123,530,0,0,0,0,0,3,3,45,1059860,20
1247,909,Fuecoco,,,0.4,4.1,Fire,Fire,87.5,12.5,50,67,45,59,63,40,36,310,1,0,0,0,0,0,1,45,1059860,20
1248,910,Crocalor,,,1.0,30.7,Fire,Fire,87.5,12.5,50,81,55,78,49,58,90,411,0,0,0,2,0,0,2,45,1059860,20
1249,911,Skeledirge,,,1.6,326.5,Fire,Ghost,87.5,12.5,50,104,75,100,110,75,66,530,0,0,0,3,0,0,3,45,1059860,20
1250,912,Quaxly,,,0.5,6.1,Water,Water,87.5,12.5,50,55,65,45,50,45,50,310,0,1,0,0,0,0,1,45,1059860,20
1251,913,Quaxwell,,,1.2,21.5,Water,Water,87.5,12.5,50,70,85,65,65,60,65,410,0,2,0,0,0,0,2,45,1059860,20
1252,914,Quaquaval,,,1.8,61.9,Water,Fighting,87.5,12.5,50,85,120,80,85,75,85,530,0,3,0,0,0,0,3,45,1059860,20
1253,915,Lechonk,,,0.5,10.2,Normal,Normal,50.0,50.0,50,54,45,40,35,45,35,254,1,0,0,0,0,0,1,255,1000000,15
1254,916,Oinkologne,,,1.0,120.0,Normal,Normal,100.0,0.0,50,110,100,75,59,80,65,489,2,0,0,0,0,0,2,100,1000000,15
1255,916,"""Female"" Oinkologne",1676.0,,1.0,120.0,Normal,Normal,0.0,100.0,50,115,90,70,59,90,65,489,2,0,0,0,0,0,2,100,1000000,15
1256,917,Tarountula,,,0.3,4.0,Bug,Bug,50.0,50.0,50,35,41,45,29,40,20,210,0,0,1,0,0,0,1,255,600000,15
1257,918,Spidops,,,1.0,16.5,Bug,Bug,50.0,50.0,50,60,79,92,52,86,35,404,0,0,2,0,0,0,2,120,600000,15
1258,919,Nymble,,,0.2,1.0,Bug,Bug,50.0,50.0,20,33,46,40,21,25,45,210,0,1,0,0,0,0,1,190,1000000,20
1259,920,Lokix,,,1.0,17.5,Bug,Dark,50.0,50.0,0,71,102,78,52,55,92,450,0,2,0,0,0,0,2,30,1000000,20
1260,921,Pawmi,,,0.3,2.5,Electric,Electric,50.0,50.0,50,45,50,20,40,25,60,240,0,0,0,0,0,1,1,190,1000000,15
1261,922,Pawmo,,,0.4,6.5,Electric,Fighting,50.0,50.0,50,60,75,40,50,40,85,350,0,0,0,0,0,2,2,80,1000000,15
1262,923,Pawmot,,,0.9,41.0,Electric,Fighting,50.0,50.0,50,70,115,70,70,60,105,490,0,3,0,0,0,0,3,45,1000000,15
1263,924,Tandemaus,,,0.3,1.8,Normal,Normal,0.0,0.0,50,50,50,45,40,45,75,305,0,0,0,0,0,1,1,150,800000,10
1264,925,Maushold,,,0.3,2.8,Normal,Normal,0.0,0.0,50,74,75,70,65,75,111,470,0,0,0,0,0,2,2,75,800000,10
1265,925,"""Family of Three"" Maushold",1692.0,,0.3,2.3,Normal,Normal,0.0,0.0,50,74,75,70,65,75,111,470,0,0,0,0,0,2,2,75,800000,10
1266,926,Fidough,,,0.3,10.9,Fairy,Fairy,50.0,50.0,50,37,55,70,30,55,65,312,0,0,0,0,0,1,1,190,1059860,20
1267,927,Dachsbun,,,0.5,14.9,Fairy,Fairy,50.0,50.0,50,57,80,115,50,80,95,477,0,0,0,0,0,2,2,90,1059860,20
1268,928,Smoliv,,,0.3,6.5,Grass,Normal,50.0,50.0,50,41,35,45,58,51,30,260,0,0,0,1,0,0,1,255,1059860,20
1269,929,Dolliv,,,0.6,11.9,Grass,Normal,50.0,50.0,50,52,53,60,78,78,33,354,0,0,0,2,0,0,2,120,1059860,20
1270,930,Arboliva,,,1.4,48.2,Grass,Normal,50.0,50.0,50,78,69,90,125,109,39,510,0,0,0,3,0,0,3,45,1059860,20
1271,931,Squawkabilly,,,0.6,2.4,Normal,Flying,50.0,50.0,50,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,600000,15
1272,931,"""Blue Plumage"" Squawkabilly",1734.0,,0.6,2.4,Normal,Flying,50.0,50.0,50,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,600000,15
1273,931,"""Yellow Plumage"" Squawkabilly",1734.0,,0.6,2.4,Normal,Flying,50.0,50.0,50,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,600000,15
1274,931,"""White Plumage"" Squawkabilly",1734.0,,0.6,2.4,Normal,Flying,50.0,50.0,50,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,600000,15
1275,932,Nacli,,,0.4,16.0,Rock,Rock,50.0,50.0,50,55,55,75,35,35,25,280,0,0,1,0,0,0,1,255,1059860,20
1276,933,Naclstack,,,0.6,105.0,Rock,Rock,50.0,50.0,50,60,60,100,35,65,35,355,0,0,2,0,0,0,2,120,1059860,20
1277,934,Garganacl,,,2.3,240.0,Rock,Rock,50.0,50.0,50,100,100,130,45,90,35,500,0,0,3,0,0,0,3,45,1059860,20
1278,935,Charcadet,,,0.6,10.5,Fire,Fire,50.0,50.0,50,40,50,40,50,40,35,255,0,0,0,1,0,0,1,90,1250000,35
1279,936,Armarouge,,,1.5,85.0,Fire,Psychic,50.0,50.0,0,85,60,100,125,80,75,525,0,0,0,2,0,0,2,25,1250000,35
1280,937,Ceruledge,,,1.6,62.0,Fire,Ghost,50.0,50.0,0,75,125,80,60,100,85,525,0,2,0,0,0,0,2,25,1250000,35
1281,938,Tadbulb,,,0.3,0.4,Electric,Electric,50.0,50.0,50,61,31,41,59,35,45,272,1,0,0,0,0,0,1,190,1000000,20
1282,939,Bellibolt,,,1.2,113.0,Electric,Electric,50.0,50.0,50,109,64,91,103,83,45,495,2,0,0,0,0,0,2,50,1000000,20
1283,940,Wattrel,,,0.4,3.6,Electric,Flying,50.0,50.0,50,40,40,35,55,40,70,280,0,0,0,0,0,1,1,180,1059860,20
1284,941,Kilowattrel,,,1.4,38.6,Electric,Flying,50.0,50.0,50,70,70,60,105,60,125,490,0,0,0,0,0,2,2,90,1059860,20
1285,942,Maschiff,,,0.5,16.0,Dark,Dark,50.0,50.0,50,60,78,60,40,51,51,340,0,1,0,0,0,0,1,150,1059860,20
1286,943,Mabosstiff,,,1.1,61.0,Dark,Dark,50.0,50.0,50,80,120,90,60,70,85,505,0,2,0,0,0,0,2,75,1059860,20
1287,944,Shroodle,,,0.2,0.7,Poison,Normal,50.0,50.0,50,40,65,35,40,35,75,290,0,0,0,0,0,1,1,190,1059860,20
1288,945,Grafaiai,,,0.7,27.2,Poison,Normal,50.0,50.0,50,63,95,65,80,72,110,485,0,0,0,0,0,2,2,90,1059860,20
1289,946,Bramblin,,,0.6,0.6,Grass,Ghost,50.0,50.0,50,40,65,30,45,35,60,275,0,1,0,0,0,0,1,190,1000000,20
1290,947,Brambleghast,,,1.2,6.0,Grass,Ghost,50.0,50.0,50,55,115,70,80,70,90,480,0,2,0,0,0,0,2,45,1000000,20
1291,948,Toedscool,,,0.9,33.0,Ground,Grass,50.0,50.0,50,40,40,35,50,100,70,335,0,0,0,0,1,0,1,190,1059860,20
1292,949,Toedscruel,,,1.9,58.0,Ground,Grass,50.0,50.0,50,80,70,65,80,120,100,515,0,0,0,0,2,0,2,90,1059860,20
1293,950,Klawf,,,1.3,79.0,Rock,Rock,50.0,50.0,50,70,100,115,35,55,75,450,0,0,2,0,0,0,2,120,1000000,35
1294,951,Capsakid,,,0.3,3.0,Grass,Grass,50.0,50.0,50,50,62,40,62,40,50,304,0,1,0,0,0,0,1,190,1000000,20
1295,952,Scovillain,,,0.9,15.0,Grass,Fire,50.0,50.0,50,65,108,65,108,65,75,486,0,2,0,0,0,0,2,50,1000000,20
1296,953,Rellor,,,0.2,1.0,Bug,Bug,50.0,50.0,50,41,50,60,31,58,30,270,0,0,1,0,0,0,1,190,800000,20
1297,954,Rabsca,,,0.3,3.5,Bug,Psychic,50.0,50.0,50,75,50,85,115,100,45,470,0,0,0,2,0,0,2,45,800000,20
1298,955,Flittle,,,0.2,1.5,Psychic,Psychic,50.0,50.0,50,30,35,30,55,30,75,255,0,0,0,0,0,1,1,120,1059860,20
1299,956,Espathra,,,1.9,90.0,Psychic,Psychic,50.0,50.0,50,95,60,60,101,60,105,481,0,0,0,0,0,2,2,60,1059860,20
1300,957,Tinkatink,,,0.4,8.9,Fairy,Steel,0.0,100.0,50,50,45,45,35,64,58,297,0,0,0,0,1,0,1,190,1059860,20
1301,958,Tinkatuff,,,0.7,59.1,Fairy,Steel,0.0,100.0,50,65,55,55,45,82,78,380,0,0,0,0,2,0,2,90,1059860,20
1302,959,Tinkaton,,,0.7,112.8,Fairy,Steel,0.0,100.0,50,85,75,77,70,105,94,506,0,0,0,0,3,0,3,45,1059860,20
1303,960,Wiglett,,,1.2,1.8,Water,Water,50.0,50.0,50,10,55,25,35,25,95,245,0,0,0,0,0,1,1,255,1000000,20
1304,961,Wugtrio,,,1.2,5.4,Water,Water,50.0,50.0,50,35,100,50,50,70,120,425,0,0,0,0,0,2,2,50,1000000,20
1305,962,Bombirdier,,,1.5,42.9,Flying,Dark,50.0,50.0,50,70,103,85,60,85,82,485,0,2,0,0,0,0,2,25,1250000,35
1306,963,Finizen,,,1.3,60.2,Water,Water,50.0,50.0,50,70,45,40,45,40,75,315,0,0,0,0,0,1,1,200,1250000,40
1307,964,Palafin,,,1.3,60.2,Water,Water,50.0,50.0,50,100,70,72,53,62,100,457,2,0,0,0,0,0,2,45,1250000,40
1308,964,"""Hero"" Palafin",1694.0,,1.8,97.4,Water,Water,50.0,50.0,50,100,160,97,106,87,100,650,2,0,0,0,0,0,2,45,1250000,40
1309,965,Varoom,,,1.0,35.0,Steel,Poison,50.0,50.0,50,45,70,63,30,45,47,300,0,1,0,0,0,0,1,190,1000000,20
1310,966,Revavroom,,,1.8,120.0,Steel,Poison,50.0,50.0,50,80,119,90,54,67,90,500,0,2,0,0,0,0,2,75,1000000,20
1311,967,Cyclizar,,,1.6,63.0,Dragon,Normal,50.0,50.0,50,70,95,65,85,65,121,501,0,0,0,0,0,2,2,190,1059860,30
1312,968,Orthworm,,,2.5,310.0,Steel,Steel,50.0,50.0,50,70,85,145,60,55,65,480,0,0,2,0,0,0,2,25,1250000,35
1313,969,Glimmet,,,0.7,8.0,Rock,Poison,50.0,50.0,50,48,35,42,105,60,60,350,0,0,0,1,0,0,1,70,1059860,30
1314,970,Glimmora,,,1.5,45.0,Rock,Poison,50.0,50.0,50,83,55,90,130,81,86,525,0,0,0,2,0,0,2,25,1059860,30
1315,971,Greavard,,,0.6,35.0,Ghost,Ghost,50.0,50.0,50,50,61,60,30,55,34,290,0,1,0,0,0,0,1,120,1059860,20
1316,972,Houndstone,,,2.0,15.0,Ghost,Ghost,50.0,50.0,50,72,101,100,50,97,68,488,0,2,0,0,0,0,2,60,1059860,20
1317,973,Flamigo,,,1.6,37.0,Flying,Fighting,50.0,50.0,50,82,115,74,75,64,90,500,0,2,0,0,0,0,2,100,1059860,20
1318,974,Cetoddle,,,1.2,45.0,Ice,Ice,50.0,50.0,50,108,68,45,30,40,43,334,1,0,0,0,0,0,1,150,1059860,25
1319,975,Cetitan,,,4.5,700.0,Ice,Ice,50.0,50.0,50,170,113,65,45,55,73,521,2,0,0,0,0,0,2,50,1059860,25
1320,976,Veluza,,,2.5,90.0,Water,Psychic,50.0,50.0,50,90,102,73,78,65,70,478,0,2,0,0,0,0,2,100,800000,20
1321,977,Dondozo,,,12.0,220.0,Water,Water,50.0,50.0,50,150,100,115,65,65,35,530,3,0,0,0,0,0,3,25,1250000,40
1322,978,Tatsugiri,,,0.3,8.0,Dragon,Water,50.0,50.0,50,68,50,60,120,95,82,475,0,0,0,2,0,0,2,100,1059860,35
1323,978,"""Droppy"" Tatsugiri",1706.0,,0.3,8.0,Dragon,Water,50.0,50.0,50,68,50,60,120,95,82,475,0,0,0,2,0,0,2,100,1059860,35
1324,978,"""Stretchy"" Tatsugiri",1706.0,,0.3,8.0,Dragon,Water,50.0,50.0,50,68,50,60,120,95,82,475,0,0,0,2,0,0,2,100,1059860,35
1325,979,Annihilape,,,1.2,56.0,Fighting,Ghost,50.0,50.0,50,110,115,80,50,90,90,535,0,3,0,0,0,0,3,45,1000000,20
1326,980,Clodsire,,,1.8,223.0,Poison,Ground,50.0,50.0,50,130,75,60,45,100,20,430,2,0,0,0,0,0,2,90,1000000,20
1327,981,Farigiraf,,,3.2,160.0,Normal,Psychic,50.0,50.0,50,120,90,70,110,70,60,520,3,0,0,0,0,0,3,45,1000000,20
1328,982,Dudunsparce,,,3.6,39.2,Normal,Normal,50.0,50.0,50,125,100,80,85,75,55,520,2,0,0,0,0,0,2,45,1000000,20
1329,982,"""Three-Segment"" Dudunsparce",1690.0,,4.5,47.0,Normal,Normal,50.0,50.0,50,125,100,80,85,75,55,520,2,0,0,0,0,0,2,45,1000000,20
1330,983,Kingambit,,,2.0,120.0,Dark,Steel,50.0,50.0,50,100,135,120,60,85,50,550,0,3,0,0,0,0,3,25,1000000,20
1331,984,Great Tusk,,,2.2,320.0,Ground,Fighting,0.0,0.0,0,115,131,131,53,53,87,570,0,3,0,0,0,0,3,30,1250000,50
1332,985,Scream Tail,,,1.2,8.0,Fairy,Psychic,0.0,0.0,0,115,65,99,65,115,111,570,3,0,0,0,0,0,3,50,1250000,50
1333,986,Brute Bonnet,,,1.2,21.0,Grass,Dark,0.0,0.0,0,111,127,99,79,99,55,570,0,3,0,0,0,0,3,50,1250000,50
1334,987,Flutter Mane,,,1.4,4.0,Ghost,Fairy,0.0,0.0,0,55,55,55,135,135,135,570,0,0,0,1,1,1,3,30,1250000,50
1335,988,Slither Wing,,,3.2,92.0,Bug,Fighting,0.0,0.0,0,85,135,79,85,105,81,570,0,3,0,0,0,0,3,30,1250000,50
1336,989,Sandy Shocks,,,2.3,60.0,Electric,Ground,0.0,0.0,0,85,81,97,121,85,101,570,0,0,0,3,0,0,3,30,1250000,50
1337,990,Iron Treads,,,0.9,240.0,Ground,Steel,0.0,0.0,0,90,112,120,72,70,106,570,0,0,3,0,0,0,3,30,1250000,50
1338,991,Iron Bundle,,,0.6,11.0,Ice,Water,0.0,0.0,0,56,80,114,124,60,136,570,0,0,0,0,0,3,3,50,1250000,50
1339,992,Iron Hands,,,1.8,380.7,Fighting,Electric,0.0,0.0,0,154,140,108,50,68,50,570,0,3,0,0,0,0,3,50,1250000,50
1340,993,Iron Jugulis,,,1.3,111.0,Dark,Flying,0.0,0.0,0,94,80,86,122,80,108,570,0,0,0,3,0,0,3,30,1250000,50
1341,994,Iron Moth,,,1.2,36.0,Fire,Poison,0.0,0.0,0,80,70,60,140,110,110,570,0,0,0,3,0,0,3,30,1250000,50
1342,995,Iron Thorns,,,1.6,303.0,Rock,Electric,0.0,0.0,0,100,130,110,70,84,72,566,0,3,0,0,0,0,3,30,1250000,50
1343,996,Frigibax,,,0.5,17.0,Dragon,Ice,50.0,50.0,50,65,75,45,35,45,55,320,0,1,0,0,0,0,1,45,1250000,40
1344,997,Arctibax,,,0.8,30.0,Dragon,Ice,50.0,50.0,50,90,95,66,45,65,62,423,0,2,0,0,0,0,2,25,1250000,40
1345,998,Baxcalibur,,,2.1,210.0,Dragon,Ice,50.0,50.0,50,115,145,92,75,86,87,600,0,3,0,0,0,0,3,10,1250000,40
1346,999,Gimmighoul,,,0.3,5.0,Ghost,Ghost,0.0,0.0,50,45,30,70,75,70,10,300,0,0,0,1,0,0,1,45,1250000,50
1347,999,"""Roaming"" Gimmighoul",1664.0,,0.1,0.1,Ghost,Ghost,0.0,0.0,50,45,30,25,75,45,80,300,0,0,0,1,0,0,1,45,1250000,50
1348,1000,Gholdengo,,,1.2,30.0,Steel,Ghost,0.0,0.0,50,87,60,95,133,97,84,556,0,0,0,2,0,0,2,45,1250000,50
1349,1000,Gholdengo,,,1.2,30.0,Steel,Ghost,0.0,0.0,50,87,60,95,133,97,84,556,0,0,0,2,0,0,2,45,1250000,50
1350,1001,Wo-Chien,,Sub-Legendary,1.5,74.2,Dark,Grass,0.0,0.0,0,85,85,100,95,135,70,570,0,0,0,0,3,0,3,6,1250000,50
1351,1002,Chien-Pao,,Sub-Legendary,1.9,152.2,Dark,Ice,0.0,0.0,0,80,120,80,90,65,135,570,0,0,0,0,0,3,3,6,1250000,50
1352,1003,Ting-Lu,,Sub-Legendary,2.7,699.7,Dark,Ground,0.0,0.0,0,155,110,125,55,80,45,570,0,0,3,0,0,0,3,6,1250000,50
1353,1004,Chi-Yu,,Sub-Legendary,0.4,4.9,Dark,Fire,0.0,0.0,0,55,80,80,135,120,100,570,0,0,0,3,0,0,3,6,1250000,50
1354,1005,Roaring Moon,,,2.0,380.0,Dragon,Dark,0.0,0.0,0,105,139,71,55,101,119,590,0,3,0,0,0,0,3,10,1250000,50
1355,1006,Iron Valiant,,,1.4,35.0,Fairy,Fighting,0.0,0.0,0,74,130,90,120,60,116,590,0,3,0,0,0,0,3,10,1250000,50
1356,1007,Koraidon,,Legendary,2.5,303.0,Fighting,Dragon,0.0,0.0,0,100,135,115,85,100,135,670,0,3,0,0,0,0,3,3,1250000,0
1357,1008,Miraidon,,Legendary,3.5,240.0,Electric,Dragon,0.0,0.0,0,100,85,100,135,115,135,670,0,0,0,3,0,0,3,3,1250000,0
1358,1009,Walking Wake,,,3.5,280.0,Water,Dragon,0.0,0.0,0,99,83,91,125,83,109,590,0,0,0,3,0,0,3,5,1250000,50
1359,1010,Iron Leaves,,,1.5,125.0,Grass,Psychic,0.0,0.0,0,90,130,88,70,108,104,590,0,3,0,0,0,0,3,5,1250000,50
1360,1011,Dipplin,,,0.4,4.4,Grass,Dragon,50.0,50.0,50,80,80,110,95,80,40,485,0,0,2,0,0,0,2,45,600000,20
1361,1012,"""Artisan"" Poltchageist",1874.0,,0.1,1.1,Grass,Ghost,0.0,0.0,50,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,1000000,20
1362,1012,Poltchageist,,,0.1,1.1,Grass,Ghost,0.0,0.0,50,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,1000000,20
1363,1013,Sinistcha,,,0.2,2.2,Grass,Ghost,0.0,0.0,50,71,60,106,121,80,70,508,0,0,0,2,0,0,2,60,1000000,20
1364,1013,"""Masterpiece"" Sinistcha",1875.0,,0.2,2.2,Grass,Ghost,0.0,0.0,50,71,60,106,121,80,70,508,0,0,0,2,0,0,2,60,1000000,20
1365,1014,Okidogi,,Sub-Legendary,1.8,92.0,Poison,Fighting,100.0,0.0,0,88,128,115,58,86,80,555,0,3,0,0,0,0,3,3,1250000,120
1366,1015,Munkidori,,Sub-Legendary,1.0,12.2,Poison,Psychic,100.0,0.0,0,86,75,66,130,90,106,553,0,0,0,3,0,0,3,3,1250000,120
1367,1016,Fezandipiti,,Sub-Legendary,1.4,30.1,Poison,Fairy,100.0,0.0,0,88,91,82,70,125,99,555,0,0,0,0,3,0,3,3,1250000,120
1368,1017,Ogerpon,,Sub-Legendary,1.2,39.8,Grass,Grass,0.0,100.0,50,80,120,84,60,96,110,550,0,3,0,0,0,0,3,5,1250000,10
1369,1017,"""Wellspring Mask"" Ogerpon",1768.0,Sub-Legendary,1.2,39.8,Grass,Water,0.0,100.0,50,80,120,84,60,96,110,550,0,3,0,0,0,0,3,5,1250000,10
1370,1017,"""Hearthflame Mask"" Ogerpon",1768.0,Sub-Legendary,1.2,39.8,Grass,Fire,0.0,100.0,50,80,120,84,60,96,110,550,0,3,0,0,0,0,3,5,1250000,10
1371,1017,"""Cornerstone Mask"" Ogerpon",1768.0,Sub-Legendary,1.2,39.8,Grass,Rock,0.0,100.0,50,80,120,84,60,96,110,550,0,3,0,0,0,0,3,5,1250000,10
1372,1018,Archaludon,,,2.0,60.0,Steel,Dragon,50.0,50.0,50,90,105,130,125,65,85,600,0,0,3,0,0,0,3,10,1000000,30
1373,1019,Hydrapple,,,1.8,93.0,Grass,Dragon,50.0,50.0,50,106,80,110,120,80,44,540,0,0,0,3,0,0,3,10,600000,20
1374,1020,Gouging Fire,,,3.5,590.0,Fire,Dragon,0.0,0.0,0,105,115,121,65,93,91,590,0,0,3,0,0,0,3,10,1250000,50
1375,1021,Raging Bolt,,,5.2,480.0,Electric,Dragon,0.0,0.0,0,125,73,91,137,89,75,590,0,0,0,3,0,0,3,10,1250000,50
1376,1022,Iron Boulder,,,1.5,162.5,Rock,Psychic,0.0,0.0,0,90,120,80,68,108,124,590,0,0,0,0,0,3,3,10,1250000,50
1377,1023,Iron Crown,,,1.6,156.0,Steel,Psychic,0.0,0.0,0,90,72,100,122,108,98,590,0,0,0,3,0,0,3,10,1250000,50
1378,1024,"""Stellar"" Terapagos",1769.0,Legendary,1.7,77.0,Normal,Normal,0.0,0.0,0,160,105,110,130,110,85,700,3,0,0,0,0,0,3,255,1250000,0
1379,1024,Terapagos,,Legendary,0.2,6.5,Normal,Normal,0.0,0.0,0,90,65,85,65,85,60,450,0,0,1,0,0,0,1,255,1250000,0
1380,1024,"""Terastal"" Terapagos",1769.0,Legendary,0.3,16.0,Normal,Normal,0.0,0.0,0,95,95,110,105,110,85,600,0,0,2,0,2,0,4,255,1250000,0
1381,1025,Pecharunt,,Mythical,0.3,0.3,Poison,Ghost,0.0,0.0,0,88,88,160,88,88,88,600,0,0,3,0,0,0,3,3,1250000,0
